Gene_ID,Brain,Spinal,Kidney,Heart,Sk_muscle,Main_EO,Sach_EO,Hunter_EO
scaffold6194.g1,186.7,259.5,579.9,322.1,139,105.6,116.4,163.6
scaffold6194.g2,206.5,113.2,70.2,42.9,16.8,21.6,27.9,18.3
scaffold6194.g3,8511.7,109,0,0,0,1.4,0.9,2
scaffold6194.g4,190.4,564.4,183.4,400.9,468.7,1841,1821.6,3393.8
scaffold6194.g5,172.6,395.2,111.3,6.6,1033.5,690.1,641.5,666.9
scaffold6194.g6,1528.5,218.9,17.5,1257.4,101.1,40.2,79.7,83.2
scaffold6195.g1,146.2,106.4,22.8,132.3,15.1,33.5,31.6,36.1
scaffold6197.g1,13.8,4.2,20.8,48.7,10.3,21.8,10.9,21.2
scaffold6197.g2,96.5,59.1,26.2,2,2.1,9.9,5.7,12.4
scaffold6197.g3,702.6,701.6,0.8,36.7,9.2,0,0.6,0
scaffold6197.g4,2.4,7.6,0,1,0,0,21.9,1
scaffold6197.g5,53.2,192.2,67.1,1,39.6,0.5,0.5,2.7
scaffold6197.g6,510.5,142.1,339.7,195.2,189.1,234.7,163.9,237.7
scaffold6197.g7,84.8,84.9,118.1,116.3,211.1,143.9,110.1,147.4
scaffold6197.g8,1.4,0.3,27.1,0,0,0,0,0
scaffold6197.g9,258.4,85.6,0,0.5,35.5,1,5.7,3.3
scaffold62.g1,159.7,121.7,169.3,95.3,62.1,142.3,94.2,74.2
scaffold62.g2,15.5,19,127.1,295.2,50.5,60,101,76.8
scaffold62.g3,1014.2,5217,100.5,170.5,113.2,142.6,149.4,90.9
scaffold62.g4,0.7,0,0,0,5.2,0,0,0
scaffold62.g5,1576,5669.7,279,58,155.4,192.3,227.6,236.2
scaffold62.g6,20.4,11.6,0,0,166.5,94.5,123.9,123
scaffold6201.g1,322.1,165.4,17.6,18.9,1905.1,4322.4,4434.4,8432.1
scaffold6202.g1,44.7,52.3,0,0,0,137.7,75.9,113.9
scaffold6202.g2,0,0,0,0,0,0,0,0
scaffold6213.g1,2248.2,2817.1,2279.6,1741.1,2719.4,2881.9,2960.5,3517.7
scaffold6213.g2,0.5,0.6,2,0,0,0,0,0
scaffold6216.g1,710.3,657.9,4748.1,647.4,1203,2015.5,1808.5,1558.2
scaffold6216.g2,251.8,109.1,138.1,209.8,107.3,122.5,90.6,60.8
scaffold6216.g3,3166.1,2708.6,0.8,1.6,0,0,0,0
scaffold6216.g4,16.5,24.9,39.3,32.1,7,8.1,11.3,6.1
scaffold6220.g1,47.2,2.8,2.4,62.3,80.9,58,56.6,45.5
scaffold6220.g10,205.2,210.6,511,333.4,129.3,196.8,213.4,179.7
scaffold6220.g11,1185.7,709.2,173.1,1329.9,556.8,1045.8,556.7,412.6
scaffold6220.g2,751.5,742.2,35.9,14.7,32.7,57,63.3,78.5
scaffold6220.g3,8.9,35.5,0,0.9,0,2.6,0.9,2.8
scaffold6220.g4,23,43,9.2,0.4,4.5,0,0.2,0.4
scaffold6220.g5,354.9,539,2165.7,717.3,768.3,396.1,486.1,415.2
scaffold6220.g6,375.2,23.7,0.7,1.5,0.9,3.4,2.3,2.1
scaffold6220.g7,331.1,708.8,538.5,1037.3,600.6,1872.4,1777.3,1471.7
scaffold6220.g8,309,325.5,868.3,287.1,299.2,323,427.9,448.8
scaffold6220.g9,1513.3,3976.4,1464.1,2883.9,15067.6,7526.8,9863.5,8548.5
scaffold6227.g1,612.8,142.9,11.7,548.4,10.8,20.9,26.6,49
scaffold6227.g2,74.2,58.2,53,71.8,180.3,54,49,67.3
scaffold623.g1,4.7,8.3,0,0,0,0.7,0,0
scaffold623.g2,0.9,1.3,0,0,0,0,0,0
scaffold624.g1,2.4,0.8,0,0,0,0,0,0
scaffold6242.g1,216.8,973.2,1353.3,609.5,1293.4,426.1,467.5,490
scaffold6242.g2,654.5,777.9,666,386.3,408.2,231.3,285.6,298.5
scaffold6242.g3,384.4,515.1,909.3,1258.2,502.4,258.2,408.7,434.5
scaffold6242.g4,154.1,49.1,80.7,165.6,40.2,63.9,94.4,66.6
scaffold6242.g5,83,48.1,92.2,116.4,39.8,37.1,53.6,94.2
scaffold6242.g6,684,687.5,185.8,572.9,271.8,122.9,140.6,190.8
scaffold6244.g1,172.9,123.3,78.3,213.3,161.8,169.8,251,177
scaffold6244.g2,13.3,9.6,5.2,2.5,75.3,27.8,14.5,15.7
scaffold6244.g3,84.2,39.1,177.8,51.2,4.7,3.2,4.6,5.5
scaffold6244.g4,215.9,320.5,98.7,657.4,564.2,192.2,224.8,297.9
scaffold6246.g1,331.5,366.5,123.5,526.5,151.2,224.5,272.9,275.3
scaffold6246.g2,50.6,66,17.9,83.1,50.7,44.4,48.4,67.4
scaffold6248.g1,9,21.6,80.3,1.6,0,0,0,0.6
scaffold6248.g2,182,1157.9,100.8,506,172.3,221,295.3,357
scaffold6248.g3,1381,2785.9,79.1,721.8,286.3,227.6,282.6,421.3
scaffold6249.g1,0.5,0.5,0,574.1,316.3,117.5,62.1,32.8
scaffold625.g1,12.9,6.1,155.5,73,5.1,1.9,2.4,9.3
scaffold625.g2,358.9,685.7,1349.2,249.3,502.9,1079.2,854.4,978.9
scaffold625.g3,1.3,6.5,4.3,0.6,0,1.2,1.2,0.3
scaffold625.g4,1.1,2.5,2.1,3.3,0,1.3,0.6,0
scaffold625.g5,44.4,58.1,2681.4,27.2,31.8,58.1,36.6,24.3
scaffold6251.g1,62.5,39.1,0,0,0,0,1.7,1.8
scaffold6256.g1,524.7,303.5,183.1,376.3,1705.2,548.2,792.4,824.3
scaffold6256.g2,8.5,17.8,10.8,13.1,36.6,20.9,36,29.5
scaffold6256.g3,1.7,3.4,17.9,33.4,14.6,15.3,10.1,13.9
scaffold6258.g1,353.2,451,8.8,55.4,25.2,18.9,21.3,34.7
scaffold6258.g2,5.4,5.4,0,0.5,8.5,1,2,2.7
scaffold6258.g3,282.7,336.7,641.3,342.4,791.8,664.5,643.2,681.1
scaffold6258.g4,58.1,41.2,21.6,30,15,32.4,14.7,22.6
scaffold6258.g5,384.8,204.4,485.4,354.1,593.3,516.5,554.3,665.9
scaffold6259.g1,30.5,9126.6,72.3,281.5,60.9,9.7,101.2,23.9
scaffold6259.g2,2,10.5,0,7.2,0,1.2,0,6.4
scaffold626.g1,220,8.1,0,0,0,0,1.8,0
scaffold6261.g1,756,316.5,0.4,52.5,14.2,107.7,46.9,29.7
scaffold6262.g1,0,0,0,0,0,0,0,0
scaffold6262.g2,0,0,103.4,2.3,0,0,0,0
scaffold6264.g1,0.6,0.7,16.7,26.9,14.2,0,0,0
scaffold6264.g2,21.2,13.7,81.9,0,0,0,0,0
scaffold6265.g1,789.6,687.2,1079.7,916.4,1306.3,522.6,659.6,821
scaffold6265.g2,6.1,15.2,205.4,8.3,26.4,29.7,11.2,26.5
scaffold6265.g3,238.8,48.3,156.5,194.6,291.5,327.5,251,445.5
scaffold6265.g4,32.1,21.4,2,21151.6,44769.8,2333.1,2858,2429.1
scaffold6265.g5,35603.2,96030.7,460302.8,54840.7,253653.2,113776.6,128423,99604.2
scaffold6266.g1,0,0,0,0,0,0,0,0
scaffold6266.g2,0,0,0,0,0,0,0,0
scaffold6266.g3,1.5,0,0,0,0,0,0,0
scaffold6267.g1,48.3,35.5,83.1,11.3,43.2,42.5,16.7,56.7
scaffold6267.g2,8.9,0,34.8,1,2,4.7,4.7,4.1
scaffold6269.g1,179,232.2,510.5,97.4,288,192.6,174.5,213.1
scaffold6269.g2,75.2,4,7.2,0,4.3,0,0,0
scaffold6269.g3,185.7,751.4,311,415.1,4655.9,424.9,441,699.1
scaffold6269.g4,57.2,71,161.2,17.5,16.3,62,58.4,40.2
scaffold6269.g5,23,327.3,352.5,99.4,378.1,223,197.2,255.2
scaffold6271.g1,0,0,8.2,0,10.9,5.1,25.3,0
scaffold6271.g2,3.8,11,0,2.3,131.2,107.8,125.1,97.1
scaffold6271.g3,2896.9,13635.6,1456.4,20033.4,12352.4,16798.5,17249,17995.2
scaffold6271.g4,2298.5,10077,6773.8,5252.4,7489.2,11880.2,13001.2,13040.3
scaffold6271.g5,121.2,0,0,0,0,0,0,0
scaffold6271.g6,1171.9,3.3,4.2,0.6,2.4,0,0,0.6
scaffold6272.g1,187.8,124,174.5,112.1,84.2,302.9,238.6,281.9
scaffold6272.g10,17.9,0,0,0,0,0,0,0.6
scaffold6272.g11,15.5,58.8,37.7,0,1.6,0,0,0
scaffold6272.g12,1406.3,1387,3342.6,857.3,1331.1,2724.9,2012.2,1636.8
scaffold6272.g13,190.1,168.9,248.9,122.5,146.4,200.3,196.6,188.3
scaffold6272.g14,1.6,2.2,882.1,18,7.3,11.3,25.2,24
scaffold6272.g2,90.5,84,636,266.1,192.1,131.9,157.5,235.1
scaffold6272.g3,0,0,0,5.7,0,0,0,0
scaffold6272.g4,5.9,17.2,5.2,519.5,783.9,583.1,407.3,374.1
scaffold6272.g5,138.5,5.4,3.5,0,0,0,2.2,0
scaffold6272.g6,456.2,375.1,481.9,431.3,310.7,671.3,391.5,264.4
scaffold6272.g7,16.5,21.1,70.9,14.3,5.9,3.1,4.6,3
scaffold6272.g8,625.3,496.2,1366.7,603,293,477.7,418.8,409.7
scaffold6272.g9,99.3,192.3,443.1,50.4,244.6,181.4,154.8,136.5
scaffold6274.g1,0,0,0,0,0,0,0,0
scaffold6277.g1,6.8,6.3,21.7,0,321.1,19.6,7.4,4.3
scaffold6277.g2,99.9,37.2,1.9,924.9,234.8,943.7,1009,293
scaffold6280.g1,1241,1667.5,795,1263.6,838.9,1224.6,1061.7,1229.3
scaffold6280.g2,1421.6,1544.8,2171.7,706.1,1842,2035.8,1293.3,1274.4
scaffold6280.g3,0,0,3793.2,0,0,0,0,0
scaffold6292.g1,9.7,6,37.7,2.3,0,0,0,0
scaffold6298.g1,2481,4180,1397.6,1505.5,1754.2,1627.6,1125.2,900.9
scaffold6298.g2,825.4,683.8,704.6,755.3,530.5,2059.4,1445,1339
scaffold6298.g3,1711.9,1746.6,3629,1420.6,886.6,2241.9,1537.2,1003.1
scaffold6298.g4,82,51.1,70.7,136.6,49.1,142.5,88.4,46.7
scaffold6298.g5,421.7,533.9,762.4,230.5,319,342.1,321.1,283.2
scaffold6298.g6,25243.7,39747.2,67.3,5,5532.3,668.2,413.7,465.1
scaffold6298.g7,114.8,121.4,346.3,290.3,312.3,335.8,371,387.8
scaffold6298.g8,1491.3,1746.1,1760.6,1715.6,1263.5,922.3,911.5,1046.7
scaffold6298.g9,7.4,1.7,3.8,0,3.8,3.5,3.5,5.7
scaffold630.g1,218.7,109.4,59.5,175.9,57.7,313.9,161.6,207.6
scaffold630.g2,55.7,201.1,356.4,142.4,488.4,1652.5,1133.8,1509.7
scaffold630.g3,290.9,589.3,62.2,224,223.4,639.2,559.3,476.1
scaffold630.g4,247.3,572.6,176.7,2158.8,1819.9,1250.1,1245.8,1322.8
scaffold630.g5,1.2,3.2,0,2055.2,1229.5,1087.4,874.6,302.3
scaffold6304.g1,7.3,7.5,0,8.8,4.6,2.2,3.2,2.3
scaffold6304.g2,0.8,0,0,0,0,0,0,2
scaffold6306.g1,3.6,0,0,0,0,0,0,0
scaffold6306.g2,0.5,0,0,0,0,0,0,0
scaffold6309.g1,43,53.6,153.8,115.2,5.8,15.7,12.9,7.6
scaffold6309.g2,61.2,7.4,3.9,76.5,276.9,0.1,2.7,11.8
scaffold6312.g1,59.1,49.7,85.2,159.9,96.8,100.1,91.3,69.4
scaffold6315.g1,218.4,89.4,0,0.5,1.2,0,1.1,0.6
scaffold6318.g1,253.6,199.7,142.2,447.4,248,302.9,177.2,156.3
scaffold6318.g2,297.5,76.7,0,0,1.3,0.6,4.7,0
scaffold6318.g3,16.6,1.1,0,0.4,2.3,4.7,2.2,1.6
scaffold6319.g1,49.2,39.6,10.6,13,0,7.5,1.5,0
scaffold6319.g2,948.8,716.8,807.9,868.1,1587.2,973.2,1246.1,1432.7
scaffold6319.g3,48.5,22.7,139.6,48.6,82.7,32.8,42.5,46.6
scaffold6323.g1,582.7,83.6,162.8,1848.8,531.6,264,414.4,351
scaffold6323.g10,313.8,343.3,580.5,174,232.5,131.8,200.1,275.1
scaffold6323.g11,634.8,1183.2,487,1642.8,916.4,733.4,676.8,767.3
scaffold6323.g12,235.7,289.8,146,683.1,234.8,268.7,269.9,253.9
scaffold6323.g13,6.7,31.3,11.4,8,209.4,21.1,19.7,100.9
scaffold6323.g14,264,272.3,374,320.9,601,845.5,762.3,1031
scaffold6323.g15,370.7,484.6,361.6,316.9,99.4,438.2,273.4,291.1
scaffold6323.g16,196.4,199.8,1170.5,180.8,73.3,184.6,195.2,218.4
scaffold6323.g2,1006.5,875.7,2838.2,3149.4,4149.9,3227.1,4210.3,2303.5
scaffold6323.g3,686.8,1945.8,1036.6,781.5,692.8,209.7,204.7,236.7
scaffold6323.g4,151.6,60.7,226.7,77.9,95.3,67.8,84.7,86.2
scaffold6323.g5,1314.5,97.5,0.8,1.5,0,1.1,0.4,0.4
scaffold6323.g6,7873.1,5944.3,736.2,505.8,334.7,453.1,428.8,431.4
scaffold6323.g7,203.7,232.5,222.3,408,350.1,338.6,209.6,245
scaffold6323.g8,201,254.6,1089.1,447.4,530,67.4,139.9,98.6
scaffold6323.g9,207.3,548.4,329.8,398.2,447.6,244.2,323.7,450.9
scaffold6325.g1,721.8,59,0,1.5,0.3,0,0,0
scaffold6325.g2,12.3,17.8,9.5,2043.6,4991.1,13,11.3,28
scaffold6329.g1,4.1,3.6,0,0,0,0,0,0
scaffold6329.g2,67.1,231,12.4,0,0,1.4,0,0
scaffold6329.g3,0.6,0,3.2,0.8,0,0,0,0
scaffold6329.g4,132.3,184.8,161,236.9,208.3,384.3,296.9,289.7
scaffold6329.g5,0.7,10.2,0,3.5,33,13.7,6.8,12
scaffold6329.g6,78.4,35.9,135.7,139.5,678,1086.7,585.3,822.2
scaffold6330.g1,184.8,112,79.5,220.4,293.9,145.8,169.6,211.3
scaffold6330.g10,62.8,37.5,20,21.1,186.2,0.7,2.2,2.4
scaffold6330.g2,32.7,49.2,4853.9,259.8,130.4,153.2,178.6,108.6
scaffold6330.g3,1085.2,3333.1,41.8,6.4,7.1,4.2,1.8,4.2
scaffold6330.g4,88.2,73.2,76.3,111,160.9,76,79.8,106.7
scaffold6330.g5,188.6,167.8,76.7,212.6,273.6,134.2,178,194.3
scaffold6330.g6,629.1,434.8,1455.3,287.8,575,229.5,326.4,406.1
scaffold6330.g7,509.4,237.4,149.3,56.7,281.7,85.6,96.4,140.5
scaffold6330.g8,500.1,70.7,10.9,8.9,48.3,146.4,95.1,210.3
scaffold6330.g9,197,100.2,74.5,148.5,305.4,387.5,437.3,484.2
scaffold6331.g1,7.8,5.7,109.7,10.5,12.3,9.1,12.5,14.8
scaffold6335.g1,17.9,8.3,55.9,44.8,25,1.5,31.5,31.2
scaffold634.g1,851,183.2,52.2,104.2,70.2,16.9,28.1,29.2
scaffold634.g2,16.7,1.2,17.2,1.2,0,0,0,0
scaffold6343.g1,19.1,8,0,2.7,0,2.7,4.5,4.9
scaffold6343.g2,125.3,290.8,6.3,44.9,94.3,578.4,370.4,612.8
scaffold6343.g3,289.1,317.1,12,560.4,234.7,1098.5,627.7,800.2
scaffold6345.g1,0,0,0,0,0,0,0,0
scaffold6345.g10,101.7,16.8,11,9.6,0,0.7,0.5,1
scaffold6345.g11,93.1,64.9,142.3,80.3,59,86.1,72.2,86.1
scaffold6345.g2,233.3,168.1,84.2,18.9,13.8,14.1,15.9,32.5
scaffold6345.g3,59.4,27.1,58.3,82,35.7,44,50.9,43.6
scaffold6345.g4,148.5,143.1,172.9,198.7,184.7,299.7,272.9,287.6
scaffold6345.g5,83.4,61.3,5.5,10.3,5,13.6,5,5.9
scaffold6345.g6,356.6,555.4,1800.2,545.5,2184.3,898.1,794.6,753.8
scaffold6345.g7,771.2,532.3,1013.5,534.6,1588.2,1071.2,935,995.5
scaffold6345.g8,856.8,928.9,1775.7,477,605.6,484.2,460.9,583.4
scaffold6345.g9,107.7,64.8,131.5,124.5,189.4,245,224.7,205.3
scaffold6346.g1,209.5,129.7,62.7,14.8,148.3,27.9,24.1,19.6
scaffold6346.g2,225.6,103.4,9,8.9,3.1,15.7,6.2,7.9
scaffold6348.g1,148.1,165.1,5.5,6.8,10.9,4.1,7.6,9.9
scaffold6348.g2,138.9,132,142.7,137,476.2,157.9,179.1,221.6
scaffold6350.g1,0.3,0,0,0,0,0.3,0,0.4
scaffold6350.g2,2,0,1.2,2.3,0,0,0,0
scaffold6350.g3,530.5,127.8,67.6,163.7,768.9,125.6,77.8,104.3
scaffold6353.g1,61.2,153.8,475.8,472.8,643.7,642.4,669.1,649.6
scaffold6353.g2,138.9,268.8,665.6,129.2,93.6,105.2,106.8,109
scaffold6353.g3,7.2,6.7,31,10.3,0,6.8,1.7,2.7
scaffold6353.g4,74,96.1,322.5,58.7,9.3,62.4,24.3,12.5
scaffold6353.g5,3.5,5.1,17.5,1.4,5,2.3,4.2,0
scaffold6353.g6,5615.7,8445.8,5516,2281.1,2447.8,2989,2859,3127
scaffold6353.g7,130.4,43.6,33.8,55.3,267.5,151.8,176.2,114
scaffold6353.g8,0,0.3,28.9,0,0.7,0,0,0
scaffold6353.g9,6.1,4.3,32.5,0,0,0.7,1.4,0
scaffold6354.g1,9,0,5.7,0,0,0,0,0
scaffold6354.g2,99,54.9,38.4,0,12.7,0,0,0
scaffold6354.g3,201.2,81.6,103.8,111,165.5,104.5,113.2,159
scaffold6354.g4,0.3,19.2,0.9,1.2,4.3,0,1.2,19.6
scaffold6354.g5,444.8,654.1,1134.1,820.6,1643.8,1231.9,1312.3,1573.5
scaffold6354.g6,32.5,41.6,436.8,34.4,23.4,33.9,32.6,62.3
scaffold6356.g1,4.8,12.1,7.1,3.8,0,14.1,8.4,17.2
scaffold6356.g2,6.3,1.9,16.1,0,48.1,1.9,3.7,0
scaffold6360.g1,108.2,53,0,17.5,1.3,1.8,0,2.6
scaffold6360.g2,0,0,0,0,0,0,0,0
scaffold6360.g3,1554.3,695.8,6499.6,1368.6,1710.4,3227.1,2317,2586
scaffold6360.g4,182.6,177.9,414.4,433,300.8,287.1,279.4,304.5
scaffold6360.g5,275.7,133.6,257.3,223.4,291.7,154.6,223.6,276.7
scaffold6370.g1,65,60.3,417,135.4,161.4,65.5,93.7,142.1
scaffold6370.g2,81.4,1.1,7.3,0,0,0,0,0
scaffold6370.g3,120.3,166.1,883.3,191,275.5,54.7,114.7,121.8
scaffold6370.g4,189,137,217.6,271.1,410.5,175.1,173.1,216.1
scaffold6370.g5,983.2,1239.9,1669.4,1194.6,1907.8,1330.5,1379,1631.4
scaffold6370.g6,0.9,2,74,19,2.2,5.1,5.5,3.3
scaffold6370.g7,22.3,2.8,19.1,0,0,0,0.7,0.8
scaffold6379.g1,93.5,255.3,1537.6,183.6,328.1,263.2,255.8,165.7
scaffold6379.g2,32,66.9,406,199,162.2,150.3,106.4,123.9
scaffold638.g1,68.1,167.3,48.9,718.1,2365.1,1705.3,2114.3,2835.1
scaffold6380.g1,5.5,7.1,21.9,3.3,1.4,3.3,4.6,4.9
scaffold6380.g2,20.2,47.2,7.3,0,2.4,3.4,0,7.3
scaffold6383.g1,68,46.1,37.5,40.9,2.6,22.6,16.4,7.7
scaffold6383.g2,391.6,800,772.7,379.8,363.6,537.7,446.3,502.8
scaffold6383.g3,141.6,223,795.9,176.5,120.3,181.4,206.9,154.9
scaffold6383.g4,392,223.5,320.5,376,311.5,726.4,547.3,368.2
scaffold6383.g5,257.6,162.4,276.2,347.7,280.5,367.2,338.7,356.3
scaffold6383.g6,424,241.3,1651.1,611.9,311,772.2,1047,782.4
scaffold6383.g7,4749.4,10697.7,14096.5,9931.7,10359.4,7030.2,7019,6314.4
scaffold6383.g8,195.1,169.7,135.5,166.3,5.9,54.1,23.9,6
scaffold6383.g9,13.6,12.2,53.7,66.4,7.1,19.8,22.5,7.1
scaffold6385.g1,76.8,31.9,4.5,5.9,22.8,6,14.7,15.8
scaffold6385.g10,617.1,733,1331.2,264.8,416.2,1064.5,766.5,572.3
scaffold6385.g11,358.2,596.3,85.1,78.5,32.4,51.1,34.7,37.6
scaffold6385.g12,520.1,820.5,1420.5,646.9,674.8,594.9,668.7,720.8
scaffold6385.g13,164.1,326,650.2,990.2,616,699.4,707.3,838.7
scaffold6385.g14,61.3,66.6,88.5,127.8,67.9,305.8,388.7,187.2
scaffold6385.g15,8721.9,10072.3,5501.8,6958.3,4796.5,13746.6,16813.7,14191.3
scaffold6385.g16,18.9,16.4,40.3,36,9.9,53.5,96.3,38.6
scaffold6385.g17,15.3,28.4,25.9,11.4,15.1,12.6,9.7,8.1
scaffold6385.g18,183.4,71,259.6,120.5,160.4,598.7,507.5,547.5
scaffold6385.g19,626.5,963.5,521.2,355,208.9,238.2,242.4,245.3
scaffold6385.g2,184.6,261.2,489.7,727,919.6,533.5,559.5,688.1
scaffold6385.g20,29.4,2.4,3.9,9.7,24.4,11.4,18.5,14.2
scaffold6385.g21,198.7,134.8,160.6,114.5,49.9,69.1,72.9,66.4
scaffold6385.g22,318.3,483.1,57.6,98.8,138.5,175.3,170.8,210.7
scaffold6385.g23,25331.1,11.3,68.5,0,1.7,2.4,0,7.9
scaffold6385.g24,474.7,879.3,1277.5,1539.4,1839.9,1797.7,2014.7,2089.4
scaffold6385.g25,170.5,181.6,30.6,15.4,12.5,84.3,61,59.5
scaffold6385.g26,834.4,1412.5,493.4,4951.4,3372.4,2893.6,2291.1,3083.8
scaffold6385.g27,198.1,284.4,111.9,1190.4,717.7,355.7,352.3,567.8
scaffold6385.g3,414.5,274.3,510.7,281,1311.8,750.9,794,892.1
scaffold6385.g4,2586.8,2753.6,4692.9,1439.4,2804,3476.2,2645,2238.7
scaffold6385.g5,249.9,35.7,2.1,3.6,2.1,2.9,1.6,2.8
scaffold6385.g6,740.9,634.4,426.3,431.1,281.9,700.2,617.6,485.5
scaffold6385.g7,13.8,95.1,0,656,689.7,37.2,31.2,40.5
scaffold6385.g8,14.2,13.9,36,18.3,13.2,11.4,8.3,4.3
scaffold6385.g9,12.3,9.8,10.6,3.8,5,6.1,8.4,3
scaffold6386.g1,164.9,166.5,560.4,226.7,3194.4,909.2,588.6,955.9
scaffold6390.g1,9989.5,12215.2,1.5,0,3.5,0.8,9.1,2
scaffold6390.g2,1614.3,463,0,10,3.3,0.8,1.5,0.8
scaffold6390.g3,1942.6,434.7,2.3,5.3,4.6,1.4,1.2,1.3
scaffold6391.g1,408.2,383.7,511.4,393.1,256.7,754.9,463.8,319.5
scaffold6392.g1,220.8,446.5,508.9,625.8,301,89.8,147.5,187.9
scaffold6397.g1,1.9,7.3,0,0.7,0,0,0,0
scaffold6397.g2,133.5,151,24.2,22.1,33.1,15.6,22.2,37.3
scaffold6397.g3,4.4,0,2.8,0,0,0,1.3,0
scaffold6397.g4,58.3,90.5,251.7,49.4,106.9,45.1,49.6,60.1
scaffold64.g1,37.2,52.1,0,0.6,2.4,4.4,3.8,7.7
scaffold64.g2,46.7,6.7,55.1,12.3,0,10.8,10.7,5.1
scaffold64.g3,58.5,66.9,50.5,20.2,15.3,50.8,142.3,18.8
scaffold64.g4,718.5,1298.1,5119.8,1361.6,1889.9,930.2,1439.2,1137.5
scaffold64.g5,92.2,14.1,0,1.4,0.4,2.7,2,4.2
scaffold64.g6,4.5,2,0,1.3,2.8,0,1.3,0
scaffold640.g1,138,4336.2,67.7,58.9,34.6,1689.9,1289.5,1280.1
scaffold640.g2,0,0,0,0,0,0,0,0
scaffold640.g3,48.4,31.8,2,0.6,0,0,0,0
scaffold6403.g1,294.5,96.6,1.4,18.9,78.7,28.9,17.3,8.7
scaffold6403.g2,535.1,454.1,1627.9,993.6,3157.8,2265.4,2354.9,1856.4
scaffold6403.g3,511,594.8,1381.2,490.3,813.2,180.4,229.9,249.5
scaffold6405.g1,129.6,243.2,684.4,740.5,850.6,731.7,618,959.7
scaffold6405.g2,1.7,2,0,0,0,0,0,0
scaffold6405.g3,253.5,148.6,2.6,3.9,1.5,2.1,1.7,1.5
scaffold6405.g4,1095.8,1472.5,1393.5,890.6,1950.2,948.3,918.4,1331.8
scaffold6405.g5,9573.3,29683.6,15727.4,11992.4,12597.6,9485.1,9475.6,10152.3
scaffold6405.g6,237.6,214,285.5,313.3,388.3,381.5,404.1,515.7
scaffold6405.g7,16,22.2,14.8,16.9,9.9,5.2,10.3,17.3
scaffold6405.g8,1915.8,6753.9,208.9,846.6,77.9,375.9,271.9,322.5
scaffold6405.g9,14.9,14.5,145.3,53.2,53.1,45,33.1,27
scaffold6407.g1,0,0,0,0,0,0,0,0
scaffold6408.g1,285.8,28.4,8.7,1.7,112.1,3.4,13.1,2.5
scaffold6408.g2,5444.3,12448.7,40799.8,3813.1,7459.9,5787.8,4326.9,4988.9
scaffold6408.g3,12.1,5.5,9.8,13.7,15.3,17.1,10.3,2.1
scaffold6408.g4,27.3,20,0,3.1,0,8.1,2,5.4
scaffold6408.g5,156.4,181.6,137.2,252.8,193.9,171.2,179.3,223.9
scaffold6408.g6,19.6,14.4,0,13.1,0,0,0,0.5
scaffold6410.g1,94.6,244,56.1,326,215.3,81.2,89.8,105.4
scaffold6412.g1,0,0,0,0,0,0,0,0
scaffold6412.g2,0,0,1403.4,0,0,0,0,0
scaffold6412.g3,90.4,39.8,31.6,89.4,9.2,48.4,32.1,13.6
scaffold6412.g4,2740.1,4536.4,4964.5,3038.6,6363.9,10019.1,8132.4,8505.6
scaffold6412.g5,188.4,84.7,184.5,169.5,62,174.9,122.9,119.5
scaffold6412.g6,0,4.8,0,3.1,0,0,0,0
scaffold6417.g1,677.8,1321.8,56.7,1236.1,731.3,538.4,735.5,679.1
scaffold6417.g2,93.2,288.9,126.3,119.7,155.3,63.8,77.5,117
scaffold6418.g1,416.3,177.2,209.9,349.9,561.1,210.1,120.2,139.3
scaffold6421.g1,86.4,602.6,3.2,12.5,75.5,3218.4,1751.6,933.4
scaffold6421.g2,64.7,69.6,1048.8,146.2,56.3,129.2,134.6,73.9
scaffold6421.g3,1.3,0,0,0,0,0,0,0
scaffold6421.g4,4016.8,534.9,54.1,11,132.2,4.9,8.8,8.5
scaffold6421.g5,0,19.8,0,0,0,0,1.3,0
scaffold6421.g6,80.3,29.8,0,0,0,0,0,0
scaffold6422.g1,137.3,102.1,74,1624.6,2530.6,204.7,112.2,87.4
scaffold6422.g2,34.1,26.2,27,356.3,547.6,50,20.1,42
scaffold6423.g1,54.6,47.7,225.3,36.9,37.5,28.1,21,31.3
scaffold6423.g2,1228.9,768.3,1,0.5,0,0,0,0.5
scaffold6423.g3,863.6,1218.3,566.8,704.3,2303.6,1739,1437.7,1647.5
scaffold6423.g4,89.8,122.5,66.4,109.3,176.5,121,114,160.8
scaffold6423.g5,498.3,418,422,379.5,567.8,316.7,423,495.2
scaffold6423.g6,107.9,139,553.5,328.1,63.4,50.3,61.8,54.2
scaffold6423.g7,264.8,203,219.4,298.2,451.5,172.6,252.3,323
scaffold6424.g1,454,127.8,201,184.4,112.9,249.1,154.2,127.4
scaffold6424.g10,147.3,64.9,98,76.7,96.9,51.2,65.6,80.4
scaffold6424.g11,2255.5,2360.3,2729.6,1572.4,2395.3,4036.8,3097.5,2827.4
scaffold6424.g12,939.5,1092.2,983.5,1288.1,3270.3,972.4,1021.5,990.4
scaffold6424.g13,748.2,235.6,1245.6,351.7,409.8,144.9,230.6,253.4
scaffold6424.g2,84.9,84.1,69.8,13.8,1.9,3.9,0.4,36.8
scaffold6424.g3,1301.7,536.2,16.3,2.9,0,1.9,0.9,4.1
scaffold6424.g4,842,636.7,496.4,868.9,758.7,1079.4,811.3,922.6
